tweet_id,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,rating,dog_stage,retweet_count,reply_count,like_count,quote_count,created_at
666287406224695296,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,1,Maltese Dog,0.8575309999999999,True,Toy Poodle,0.0630638,True,Miniature Poodle,0.0255806,True,2015-11-16 16:11:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 https://t.co/d9NcXFKwLv,https://twitter.com/dog_rates/status/666287406224695296/photo/1,9.0,10,,9/10,,56,1,123,0,2015-11-16 16:11:11+00:00
666293911632134144,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,1,Three-Toed Sloth,0.914671,False,Otter,0.01525,False,Great Grey Owl,0.0132072,False,2015-11-16 16:37:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 https://t.co/IIXis0zta0,https://twitter.com/dog_rates/status/666293911632134144/photo/1,3.0,10,,3/10,,289,5,424,1,2015-11-16 16:37:02+00:00
666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1,Ox,0.4166689999999999,False,Newfoundland,0.278407,True,Groenendael,0.102643,True,2015-11-16 19:31:45+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,https://twitter.com/dog_rates/status/666337882303524864/photo/1,9.0,10,,9/10,,79,1,168,0,2015-11-16 19:31:45+00:00
666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,Golden Retriever,0.8587440000000001,True,Chesapeake Bay Retriever,0.0547868,True,Labrador Retriever,0.0142408999999999,True,2015-11-16 20:01:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,https://twitter.com/dog_rates/status/666345417576210432/photo/1,10.0,10,None,10/10,,122,3,241,0,2015-11-16 20:01:42+00:00
666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1,Malamute,0.3368739999999999,True,Siberian Husky,0.147655,True,Eskimo Dog,0.0934123999999999,True,2015-11-16 20:32:58+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,https://twitter.com/dog_rates/status/666353288456101888/photo/1,8.0,10,None,8/10,,56,1,179,0,2015-11-16 20:32:58+00:00
666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,Chihuahua,0.978108,True,Toy Terrier,0.00939697,True,Papillon,0.00457681,True,2015-11-16 23:23:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,https://twitter.com/dog_rates/status/666396247373291520/photo/1,9.0,10,None,9/10,,68,3,147,0,2015-11-16 23:23:41+00:00
666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,Black-And-Tan Coonhound,0.529139,True,Bloodhound,0.24422,True,Flat-Coated Retriever,0.17381,True,2015-11-17 00:06:54+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,https://twitter.com/dog_rates/status/666407126856765440/photo/1,7.0,10,,7/10,,30,0,93,0,2015-11-17 00:06:54+00:00
666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,Toy Terrier,0.14968,True,Papillon,0.148258,True,Chihuahua,0.14286,True,2015-11-17 00:53:15+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,https://twitter.com/dog_rates/status/666418789513326592/photo/1,10.0,10,Walter,10/10,,39,0,107,0,2015-11-17 00:53:15+00:00
666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,Blenheim Spaniel,0.906777,True,Cocker Spaniel,0.0903464,True,Shih-Tzu,0.00111687,True,2015-11-17 01:02:40+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,https://twitter.com/dog_rates/status/666421158376562688/photo/1,12.0,10,None,12/10,,91,1,272,0,2015-11-17 01:02:40+00:00
666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,Pembroke,0.371361,True,Chow,0.249394,True,Pomeranian,0.241878,True,2015-11-17 01:30:57+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,https://twitter.com/dog_rates/status/666428276349472768/photo/1,7.0,10,None,7/10,,67,1,139,0,2015-11-17 01:30:57+00:00
666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,Chesapeake Bay Retriever,0.18413,True,Chain Saw,0.0567753,False,Power Drill,0.0367634,False,2015-11-17 02:00:15+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",https://twitter.com/dog_rates/status/666435652385423360/photo/1,10.0,10,None,10/10,,41,1,137,1,2015-11-17 02:00:15+00:00
666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,Ibizan Hound,0.0443334,True,Pembroke,0.0432093,True,West Highland White Terrier,0.0389056,True,2015-11-17 15:51:26+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,https://twitter.com/dog_rates/status/666644823164719104/photo/1,9.0,10,Jimothy,9/10,,69,4,207,0,2015-11-17 15:51:26+00:00
666691418707132416,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,1,German Shepherd,0.975401,True,Beagle,0.00868727,True,Bloodhound,0.00539404,True,2015-11-17 18:56:35+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,https://twitter.com/dog_rates/status/666691418707132416/photo/1,8.0,10,Christoper,8/10,,42,0,160,0,2015-11-17 18:56:35+00:00
666701168228331520,https://pbs.twimg.com/media/CUCZLHlUAAAeAig.jpg,1,Labrador Retriever,0.887707,True,Chihuahua,0.029307,True,French Bulldog,0.0207563,True,2015-11-17 19:35:19+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,https://twitter.com/dog_rates/status/666701168228331520/photo/1,8.0,10,,8/10,,182,8,371,0,2015-11-17 19:35:19+00:00
666776908487630848,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,1,Seat Belt,0.375057,False,Miniature Pinscher,0.167175,True,Chihuahua,0.0869506,True,2015-11-18 00:36:17+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,https://twitter.com/dog_rates/status/666776908487630848/photo/1,5.0,10,Josep,5/10,,148,0,303,0,2015-11-18 00:36:17+00:00
666781792255496192,https://pbs.twimg.com/media/CUDigRXXIAATI_H.jpg,1,Italian Greyhound,0.618316,True,Weimaraner,0.151363,True,Vizsla,0.0859891,True,2015-11-18 00:55:42+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,https://twitter.com/dog_rates/status/666781792255496192/photo/1,10.0,10,,10/10,,168,1,324,0,2015-11-18 00:55:42+00:00
666786068205871104,https://pbs.twimg.com/media/CUDmZIkWcAAIPPe.jpg,1,Snail,0.999888,False,Slug,5.51417e-05,False,Acorn,2.6258e-05,False,2015-11-18 01:12:41+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,https://twitter.com/dog_rates/status/666786068205871104/photo/1,2.0,10,None,2/10,,408,7,657,1,2015-11-18 01:12:41+00:00
666804364988780544,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,1,English Setter,0.328792,True,Brittany Spaniel,0.283545,True,Ibizan Hound,0.0574615,True,2015-11-18 02:25:23+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,https://twitter.com/dog_rates/status/666804364988780544/photo/1,8.0,10,Jockson,8/10,,78,0,206,0,2015-11-18 02:25:23+00:00
666817836334096384,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,1,Miniature Schnauzer,0.496953,True,Standard Schnauzer,0.285276,True,Giant Schnauzer,0.0737636999999999,True,2015-11-18 03:18:55+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,https://twitter.com/dog_rates/status/666817836334096384/photo/1,9.0,10,Jeph,9/10,,209,2,442,1,2015-11-18 03:18:55+00:00
666835007768551424,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,1,Airedale,0.448459,True,Toy Poodle,0.12403,True,Teddy,0.1101829999999999,False,2015-11-18 04:27:09+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,https://twitter.com/dog_rates/status/666835007768551424/photo/1,10.0,10,None,10/10,,65,1,183,1,2015-11-18 04:27:09+00:00
666837028449972224,https://pbs.twimg.com/media/CUEUva1WsAA2jPb.jpg,1,Triceratops,0.442113,False,Armadillo,0.114071,False,Common Iguana,0.0432553,False,2015-11-18 04:35:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,https://twitter.com/dog_rates/status/666837028449972224/photo/1,3.0,10,None,3/10,,467,3,701,0,2015-11-18 04:35:11+00:00
666996132027977728,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,1,Hay,0.507637,False,Rottweiler,0.0624899,True,Water Buffalo,0.0484246999999999,False,2015-11-18 15:07:24+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,https://twitter.com/dog_rates/status/666996132027977728/photo/1,10.0,10,Carll,10/10,,79,0,213,0,2015-11-18 15:07:24+00:00
667012601033924608,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,1,Hyena,0.98723,False,African Hunting Dog,0.0126007999999999,False,Coyote,5.7350100000000005e-05,False,2015-11-18 16:12:51+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,https://twitter.com/dog_rates/status/667012601033924608/photo/1,9.0,10,Klevin,9/10,,186,3,393,0,2015-11-18 16:12:51+00:00
667044094246576128,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,1,Golden Retriever,0.765266,True,Labrador Retriever,0.206694,True,Seat Belt,0.0106669,False,2015-11-18 18:17:59+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",12/10 gimme now https://t.co/QZAnwgnOMB,https://twitter.com/dog_rates/status/667044094246576128/photo/1,12.0,10,None,12/10,,43,3,163,0,2015-11-18 18:17:59+00:00
667065535570550784,https://pbs.twimg.com/media/CUHkkJpXIAA2w3n.jpg,1,Jigsaw Puzzle,0.560001,False,Doormat,0.1032589999999999,False,Space Heater,0.042568,False,2015-11-18 19:43:11+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,https://twitter.com/dog_rates/status/667065535570550784/photo/1,8.0,10,None,8/10,,40,3,143,0,2015-11-18 19:43:11+00:00
667073648344346624,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,1,Chihuahua,0.4836819999999999,True,Pug,0.0924938999999999,True,Brabancon Griffon,0.0574954,True,2015-11-18 20:15:26+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,https://twitter.com/dog_rates/status/667073648344346624/photo/1,10.0,10,Dave,10/10,,103,3,351,0,2015-11-18 20:15:26+00:00
667119796878725120,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,1,Pembroke,0.741563,True,Chihuahua,0.0578659,True,Toy Poodle,0.0391250999999999,True,2015-11-18 23:18:48+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,https://twitter.com/dog_rates/status/667119796878725120/photo/1,10.0,10,Gabe,10/10,,105,3,284,0,2015-11-18 23:18:48+00:00
667138269671505920,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,1,West Highland White Terrier,0.747713,True,Samoyed,0.2436289999999999,True,Toy Poodle,0.00180397,True,2015-11-19 00:32:12+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,https://twitter.com/dog_rates/status/667138269671505920/photo/1,10.0,10,None,10/10,,1862,34,4001,52,2015-11-19 00:32:12+00:00
667171260800061440,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,1,Giant Schnauzer,0.8412649999999999,True,Lakeland Terrier,0.0527442,True,Irish Water Spaniel,0.0344017,True,2015-11-19 02:43:18+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,https://twitter.com/dog_rates/status/667171260800061440/photo/1,10.0,10,Kenneth,10/10,,72,2,186,0,2015-11-19 02:43:18+00:00
667174963120574464,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,1,Toy Poodle,0.266437,True,Chihuahua,0.243223,True,Bluetick,0.0728063,True,2015-11-19 02:58:01+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",https://twitter.com/dog_rates/status/667174963120574464/photo/1,9.0,10,Clarence,9/10,,69,1,218,0,2015-11-19 02:58:01+00:00
667176164155375616,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,1,Soft-Coated Wheaten Terrier,0.318981,True,Lakeland Terrier,0.215218,True,Toy Poodle,0.106014,True,2015-11-19 03:02:47+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,https://twitter.com/dog_rates/status/667176164155375616/photo/1,4.0,10,None,4/10,,386,5,524,0,2015-11-19 03:02:47+00:00
667177989038297088,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,1,Vizsla,0.2592489999999999,True,Chesapeake Bay Retriever,0.176293,True,Weimaraner,0.112369,True,2015-11-19 03:10:02+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,https://twitter.com/dog_rates/status/667177989038297088/photo/1,8.0,10,,8/10,,48,0,165,1,2015-11-19 03:10:02+00:00
667188689915760640,https://pbs.twimg.com/media/CUJUk2iWUAAVtOv.jpg,1,Vacuum,0.33583,False,Swab,0.265278,False,Toilet Tissue,0.140703,False,2015-11-19 03:52:34+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,https://twitter.com/dog_rates/status/667188689915760640/photo/1,10.0,10,None,10/10,,329,5,643,0,2015-11-19 03:52:34+00:00
667192066997374976,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,1,Rottweiler,0.28364,True,Miniature Pinscher,0.148112,True,Black-And-Tan Coonhound,0.0955848,True,2015-11-19 04:05:59+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,https://twitter.com/dog_rates/status/667192066997374976/photo/1,12.0,10,None,12/10,,86,4,332,0,2015-11-19 04:05:59+00:00
667211855547486208,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,1,Golden Retriever,0.462556,True,Labrador Retriever,0.454937,True,Kuvasz,0.0241933,True,2015-11-19 05:24:37+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,https://twitter.com/dog_rates/status/667211855547486208/photo/1,9.0,10,Genevieve,9/10,,209,3,425,0,2015-11-19 05:24:37+00:00
667369227918143488,https://pbs.twimg.com/media/CUL4xR9UkAEdlJ6.jpg,1,Teddy,0.709545,False,Bath Towel,0.1272849999999999,False,Christmas Stocking,0.0285675,False,2015-11-19 15:49:57+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,https://twitter.com/dog_rates/status/667369227918143488/photo/1,10.0,10,None,10/10,,144,1,328,0,2015-11-19 15:49:57+00:00
667393430834667520,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,1,Papillon,0.557009,True,Border Collie,0.271963,True,Collie,0.0734729,True,2015-11-19 17:26:08+00:00,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,https://twitter.com/dog_rates/status/667393430834667520/photo/1,8.0,10,Fwed,8/10,,50,3,168,0,2015-11-19 17:26:08+00:00
